State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Age_Group_0_29,Age_Group_30_49,Age_Group_50,sex_ratio,literacy_rate
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,992,216073,203545,3593,20029,69,32,39,560,146095,51821,30027,100.0,100.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,221629,1149901,3713941,384579,23813,9340,2069,27650,1124,2213474,1190041,733710,100.0,100.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,38237,902794,1571147,94034,19661,1589,913,13809,1417,944532,485874,259906,100.0,100.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,296246,0,955096,22143,3705,138202,381,4845,110,617859,308126,201685,100.0,100.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,341162,0,1611031,15515,873,2401,254,1016,26,964960,405760,261428,100.0,100.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,223799,0,1588407,161680,9743,34572,640,4883,249,1095602,481318,231029,100.0,100.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,284357,0,779243,8360,996,150969,171,1172,530,555745,237009,147469,100.0,100.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,197937,0,1408801,70842,9725,15097,944,7451,254,875531,428101,210307,100.0,100.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,408785,0,1701061,21650,1945,12270,334,3620,33,1017830,456536,265109,100.0,100.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,170448,0,945693,8247,734,1042,105,645,22,549975,245095,162356,100.0,100.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,282351,0,1276669,23016,889,29103,172,2594,56,784085,335704,213478,100.0,100.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,247513,0,974520,8232,1769,87558,265,351,70,630194,265813,176320,100.0,100.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,564516,413497,339604,0,1341002,31650,2049,126207,532,1516,49,884972,380409,234684,100.0,100.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,370828,276065,215128,0,805175,15970,1943,140395,214,375,106,552034,250830,160216,100.0,100.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,380440,249815,156314,0,913251,5660,301,1737,75,644,15,530000,229392,161258,100.0,100.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,101830,0,490702,23451,2583,40951,1008,1626,90,309078,157076,93606,100.0,100.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,206213,0,1083936,86622,2261,25064,289,4647,99,739075,298764,167244,100.0,100.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,182606,0,889133,5713,701,1804,202,1525,12,518747,230704,150557,100.0,100.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,216889,0,1043887,8185,732,3916,200,3491,24,605741,269354,185685,100.0,100.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,387381,0,940255,9524,2186,338962,370,2256,624,750228,334344,208185,100.0,100.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,111690,135500,479782,32455,1559,2745,1740,57,14,306555,130606,81566,100.0,100.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,109256,3044,449412,3711,243,591,95,293,9,224044,123941,106641,100.0,100.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,408125,245174,241198,474,1010014,91269,814,196,74,41,273,660774,260368,181109,100.0,100.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,180555,177536,109256,3044,449412,3711,243,591,95,293,9,224044,123941,106641,100.0,100.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,408125,245174,241198,474,1010014,91269,814,196,74,41,273,660774,260368,181109,100.0,100.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,319385,84564,1461140,19797,3023,8929,14511,194,208,766581,419172,319420,100.0,100.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,14750,48746,64732,448,485,249,18086,29,45,42360,26599,15075,100.0,100.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,122659,16822,415669,2974,1568,1396,15377,94,83,244727,120510,72282,100.0,100.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,293739,12787,981412,9460,876,4081,2628,43,86,524285,279321,194661,100.0,100.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,215777,8755,791449,11810,2025,4047,3262,185,197,425721,241956,145577,100.0,100.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,160745,11262,476830,33215,577,15501,2645,236,86,310244,136839,82471,100.0,100.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,164536,25645,548579,14678,1452,13926,574,591,110,321533,167168,90808,100.0,100.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,115491,8601,480138,14275,390,26009,56,70,10,273223,142351,105358,100.0,100.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,53408,39216,187621,220614,472,422,21,22,42,263576,93189,52744,100.0,100.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,377991,69193,1289240,107489,12104,114272,470,1987,321,816827,435895,275585,100.0,100.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,18,122336,10341,108239,604,1171,20126,28,4,87532,35561,17488,100.0,100.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,141224,53307,540063,64234,1828,9551,24,16,2,357864,160123,97684,100.0,100.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,402,22607,13840,535159,1109,9440,35,6,18,342601,137032,80111,100.0,100.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,556,176101,32604,431279,958,11188,83,10,2,304979,109818,61334,100.0,100.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,1068,8935,42540,1177342,2746,12187,285,74,2,693238,351561,190330,100.0,100.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,138569,56309,489044,59771,1962,3418,106,57,235,339145,140785,74757,100.0,100.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,299227,255626,1636460,241451,13730,4174,1890,2045,160524,1261238,510375,282115,100.0,100.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,340553,45563,903179,116710,6565,888,35,129,12936,692650,222892,126682,100.0,0.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,190036,180962,1165140,302626,6027,143,188,282,16067,944961,338413,205514,100.0,100.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,437309,233119,2149480,431762,11243,9727,331,1268,77182,1634835,648876,356445,100.0,100.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,79614,571077,1044726,106865,86404,234,267,162,78622,799323,324226,196164,100.0,100.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,319946,205874,1104475,194680,17168,123,371,20,4591,860869,284036,177599,100.0,0.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,325493,238188,1856202,508586,14645,937,650,1503,59218,1597269,533788,312967,100.0,100.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,115567,279208,937126,289182,37795,97,128,115,47067,820367,308639,183519,100.0,0.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,32459,706754,309563,51429,202449,221,531,23,457468,643579,225871,155452,100.0,100.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,72885,240489,550560,164406,4419,520,118,783,68564,480895,189889,116810,100.0,100.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,154910,331096,473049,69808,47653,120,128,16,133525,484084,152720,89870,100.0,0.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,15330,262734,112378,95012,16770,51,33,15,235987,298844,100340,62244,100.0,100.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,28469,379054,410127,322963,75865,356,283,222,88760,587976,206826,104418,100.0,0.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,536382,181208,1683169,238295,6164,734,188,284,5681,1244572,425668,268387,100.0,100.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,152943,1042016,1612239,410759,193974,4826,932,2733,677445,1742293,725938,409166,100.0,100.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,72341,308343,628044,398243,83208,198,245,125,38426,745027,261849,137727,100.0,0.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,44674,424407,201524,15103,306601,51,753,114,73930,357859,143560,97817,100.0,100.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,319149,97203,1634229,219991,3433,443,412,25198,166,1123443,465706,299774,100.0,100.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,213700,52903,890429,92252,5368,389,272,1045,85,535765,278153,176083,100.0,100.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,577418,297198,4038331,528412,18418,2037,1086,178310,149,2669348,1251116,857143,100.0,100.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,517409,451406,2103633,320834,14014,1029,284,8044,54,1487013,617276,346905,100.0,100.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,597198,445475,399785,235822,1289709,335184,35438,1145,30453,680,521,1018195,397120,287271,100.0,100.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,54076,32843,10122,204189,245151,1617,2709,68,1649,15,3793,167348,63802,23927,100.0,0.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,730566,517702,442773,39314,1786830,369588,2433,558,374,8665,499,1295274,527085,353549,100.0,100.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,438257,380088,253651,44970,1004553,101235,26000,182,109,4710,4,564994,341380,230864,100.0,100.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,607188,480204,389117,302554,1520553,128751,3175,322,84,3778,128,891230,460057,306412,100.0,100.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,720637,587903,392595,233112,1658465,265805,5420,307,164,6417,1743,1068518,538551,336173,100.0,100.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,711776,589888,177855,87548,1390020,386834,28747,1486,715,29037,2748,1017935,505688,322577,100.0,100.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,397178,302999,174196,61654,907750,143665,3432,231,79,5993,74,601578,279069,183409,100.0,100.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,828359,599009,648782,65259,2011014,513125,8344,826,9589,4865,330,1570719,604665,388935,100.0,100.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,668836,556420,345031,32329,1630814,120011,15611,289,623,5820,3,877340,522039,375918,100.0,100.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,603793,481650,219976,141380,1281878,297927,2406,419,68,9834,702,904453,426094,266586,100.0,100.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,215302,197575,73584,58054,448986,87274,17130,139,126,250,220,276918,163360,113919,100.0,100.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,564110,452109,465867,78875,1305431,199873,26722,253,150,2494,92,841499,419380,274240,100.0,100.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,468785,340300,258608,164271,1218024,161770,4081,296,85,2898,461,855430,330393,202984,100.0,100.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,638668,510981,265294,22402,1712695,77801,8506,322,299,3607,109,902307,527236,375100,100.0,100.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1063766,898414,536643,334547,2631985,290549,39361,1255,16194,14419,493,1580116,865220,553705,100.0,100.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,577213,402556,400933,367071,1634062,272022,10394,538,2265,4156,29,1196670,465173,265810,100.0,100.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,674938,588078,308158,65412,1479424,234664,26521,400,120,9234,367,913150,513297,325542,100.0,100.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1006024,807367,506901,209559,2413812,245923,9130,477,187,5067,161,1351461,760936,564196,100.0,100.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,465704,460725,75429,52897,1009179,96740,65838,232,161,4534,155,559565,340903,276234,100.0,100.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,890552,962245,201211,6574,1460447,224545,435056,268,146,74,311,891512,648522,585591,100.0,100.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1425723,1429953,268411,16559,1509557,514397,1248137,860,614,1176,1083,1396968,1024720,858010,100.0,100.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,471881,451129,145486,55815,541854,82206,481507,100,189,44,384,494456,352163,261471,100.0,100.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,83350,41371,1509592,742483,262526,424,1118,193,722,1187177,741984,588081,100.0,100.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,53283,48857,729987,486913,87454,151,362,130,152,688763,369883,246975,100.0,100.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,328263,10761,1697635,508500,421598,208,272,63,619,1177359,795245,660965,100.0,100.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,153909,21972,983598,126499,858608,204,358,83,565,811653,596302,565048,100.0,100.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,199191,15228,1734958,1211131,131516,297,235,601,588,1487644,909581,686109,100.0,100.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,308266,22990,1135259,2888849,81556,205,179,68,579,2406005,1041361,662311,100.0,100.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,403833,48972,1875980,812936,114397,220,238,78,400,1395222,802611,608966,100.0,100.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,372977,26759,2194057,452915,630573,404,301,76,1082,1488441,989238,820024,100.0,100.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,324350,9430,1823442,532839,757484,259,278,62,585,1394214,931841,792182,100.0,100.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,32578,151443,404460,234185,174453,61,312,1797,286,412806,246590,157326,100.0,100.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,74385,358543,686524,21473,2132,606,86,1653,35434,444954,193520,109813,100.0,100.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,175764,82072,778214,40707,635,8009,1352,15094,27,535410,194772,114131,100.0,100.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,125426,383026,1519384,38542,5295,1050,72162,4778,58064,969773,453605,276799,100.0,100.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,87991,962145,1318869,58222,2967,2361,416,2289,263,923665,302833,158594,100.0,0.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,159296,667018,1505745,37590,3271,1078,9651,3759,13048,938819,392728,242592,100.0,100.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,374799,6131,1595400,66776,973,4047,12215,19950,73,1040736,399676,258588,100.0,100.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,357516,69429,1755861,525434,23432,10789,21688,25950,335,1405814,625594,330291,100.0,100.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,64254,230095,552526,180840,1199,1074,19883,1884,99,469838,181605,106034,100.0,100.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,405313,73597,1676918,70351,1980,968,250,10409,102,1112636,394060,252417,100.0,100.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,232244,769778,1923920,100692,4893,2258,24471,7830,25771,1232263,535316,321977,100.0,100.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,246337,166295,1186420,47966,1681,1096,119,25005,82,768929,312593,181403,100.0,100.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,200270,15061,747693,28483,683,490,7923,453,10,473097,195131,118186,100.0,100.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,292007,272701,1376591,174259,2355,2330,382,6497,72,943954,388648,230280,100.0,100.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,145436,1222814,2051219,116202,2261,1607,328,12199,88,1377326,533243,273050,100.0,0.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,39782,455789,605435,6736,4238,260,61,687,84006,419531,181841,102522,100.0,100.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,193115,190819,1172248,49203,1208,3271,529,13474,52,793150,285176,162104,100.0,100.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,393068,72133,1835299,141735,4119,24790,4361,18058,217,1218319,519728,291451,100.0,100.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,92865,159678,527462,38640,683,676,93,1573,55,347774,138882,83417,100.0,100.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,205007,197300,1175203,52269,4453,3127,1550,3888,107,730768,318232,191501,100.0,100.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,545239,217679,2728225,415142,18523,25696,11496,71667,720,1877270,894464,493096,100.0,100.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,348029,375231,2159065,203652,23142,13256,4320,33728,21010,1387369,679185,391903,100.0,100.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,17427,891818,960925,15733,38423,141,65,8871,388,684200,220769,119681,100.0,0.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,460583,330190,155717,317699,1240650,37232,3158,1167,157,5342,2643,778414,326582,185857,100.0,100.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,348033,256929,48425,610528,849518,16558,12450,436,297,1789,170533,614794,278553,160510,100.0,100.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,502898,331693,249024,33092,1192588,125548,1120,849,242,19029,77,781000,346861,211815,100.0,100.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,747652,432033,421519,17030,1875495,76159,1092,557,3234,6681,92,1254302,452484,257704,100.0,100.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,307889,200945,111162,71441,741288,67324,1508,1110,224,14165,115,476995,217403,131227,100.0,100.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,332140,220419,207990,170879,974748,35214,418,186,37,4734,218,635347,235035,144827,100.0,100.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,479093,341127,225891,205006,1195235,120331,1725,2262,253,10637,190,832939,316319,181524,100.0,100.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,488797,315448,295718,53751,1433879,106928,1243,460,121,1599,50,935230,363218,246447,100.0,100.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,485090,340790,198612,409865,1267043,151071,3996,1353,175,29353,123,876905,363858,213560,100.0,100.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,845572,596185,383508,311985,2268838,85414,1964,832,986,655,232,1460075,540235,362228,100.0,100.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,908607,637112,501630,221936,2198297,103480,5580,4146,991,62992,168,1470688,569166,335432,100.0,100.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,801051,570730,398569,319975,2158623,59471,2228,1163,364,3135,1689,1365647,535086,326049,100.0,100.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,469208,311154,271281,145512,1163607,137980,1404,640,357,6232,66,817608,305605,187611,100.0,100.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,485341,378853,130797,519856,1145052,79739,1857,360,7288,4982,135315,809922,363037,205237,100.0,100.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,348761,255433,89733,476008,997073,42426,2372,912,268,1737,19448,645619,269145,150655,100.0,100.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,543509,351103,353914,37836,1321003,174724,815,631,179,13755,66,901161,369741,240768,100.0,100.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,208201,119824,108391,161448,638702,41396,230,6387,201,379,40,449974,155063,82416,100.0,0.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,573242,327604,321515,227802,1648749,51200,1117,7151,3421,12171,72,1106084,389652,227989,100.0,100.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,130202,313304,1077545,34419,511,128,92,93,12556,721531,253685,150959,100.0,100.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,361604,67857,1383475,44143,588,251,109,15569,39,898323,343824,201875,100.0,100.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,523869,48730,1718204,233133,4659,3241,945,24622,211,1156749,508302,320502,100.0,100.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,58147,300687,620515,15966,667,190,70,220,6028,403030,158140,82984,100.0,100.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,292144,67603,1287391,149548,1313,914,295,18490,70,919239,335690,203005,100.0,100.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,364059,100280,1107809,357253,4483,1504,328033,10205,389,998769,483200,327932,100.0,100.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,506374,404128,2055177,421410,7223,2242,383891,11360,3288,1540590,783549,553265,100.0,100.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,200372,88886,1009352,26502,2145,831,154458,1017,3555,626978,333120,232754,100.0,100.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,351254,32722,2174672,320395,2097,824,68482,8719,399,1473882,614615,494436,100.0,100.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,470895,124837,1845424,354236,3531,1668,364229,12242,522,1467457,641840,473071,100.0,100.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,348365,389441,1780085,92297,10701,5251,286734,3861,23188,1163802,629890,403719,100.0,100.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,127571,647315,1825460,187901,3653,1422,13405,12818,912,1167569,513908,350747,100.0,100.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,175961,214253,1153861,26157,1827,2160,125282,1568,5080,704214,371908,244111,100.0,100.0
