State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Age_Group_0_29,Age_Group_30_49,Age_Group_50,sex_ratio,literacy_rate
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,182565,111954,863199,127552,992,643,176679,5278,103,692117,281905,201828,100.0,100.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,389273,604367,3457615,560261,7091,3091,143865,27404,9662,2352671,1080237,763529,100.0,100.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,272266,42263,1504641,274221,12542,1629,152540,9619,336,1150104,454836,341479,100.0,100.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,504461,30206,3379906,286558,15573,1570,29766,154882,1274,1972486,1084858,801590,100.0,100.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,480913,57488,2006984,367664,2387,935,66535,6387,310,1406364,584243,453229,100.0,100.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,867713,437571,3492202,390974,34667,20469,668050,24528,12181,2460820,1361821,818467,100.0,100.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,640483,281695,2501741,471951,3902,13540,354189,5049,1273,2008314,809135,535827,100.0,100.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,47985,1141933,1521618,96182,8467,685,4969,6191,2907,1011352,390419,241534,100.0,100.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,554687,1564369,5237009,693052,23946,8912,94783,38212,1795,3580633,1567252,948469,100.0,100.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,265184,36039,1437623,178925,942,340,28216,4530,195,917343,393539,343021,100.0,100.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,247308,40514,1328385,306364,2081,1371,187899,6238,262,1078349,436486,313455,100.0,100.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,1180703,348876,8090254,673704,134192,27090,340404,127786,9873,5184734,2624165,1586132,100.0,100.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,66948,20374,1307211,187197,1990,230,113467,3347,95,777431,438905,396967,100.0,100.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,353093,18333,2440312,239607,9098,1260,38210,87453,769,1450907,752303,603739,100.0,100.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,323236,29635,2691952,146970,4408,1182,141315,12810,676,1517324,800492,671702,100.0,100.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,55586,6976,780384,26264,15471,219,24762,1046,53,382024,242296,222963,100.0,100.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,649745,77592,3795424,441254,9882,1279,35497,28134,568,2402794,1089900,809935,100.0,100.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,730089,1542451,8716055,1355630,280700,39149,449617,172052,9862,6184519,3241888,1579921,100.0,100.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,188830,149507,1057096,53854,2696,2147,175417,5663,2254,659540,370227,270107,100.0,100.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,229462,80471,859949,142672,1707,518,179330,8476,381,682919,302425,210185,100.0,100.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,328518,514057,2251401,239236,4567,1596,249874,11422,3745,1549263,733258,483813,100.0,100.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,22113,3287,175102,18691,4264,56,76,16,38457,135220,62907,38815,100.0,100.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,540,128280,10810,3086,129049,136,400,59,354,86255,39324,18329,100.0,100.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,443,254787,12034,2886,254979,152,495,87,2333,168608,67802,37096,100.0,100.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,1000,419210,43833,1649,426819,140,2409,53,1243,314439,111516,52008,100.0,100.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,22,134626,2995,589,134760,59,425,57,1144,90273,33290,16924,100.0,100.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,40593,1808,267146,107323,4322,106,114,24,42347,251975,107196,62060,100.0,100.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,248,173606,7553,1115,174112,108,635,70,32,113715,43646,25165,100.0,100.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,509,305180,17272,3359,289708,56,1004,38,5617,216742,70424,29926,100.0,100.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,5642,661158,144935,14185,543394,2495,3111,303,115597,545961,192428,86576,100.0,100.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,1317,376099,12456,1646,271596,34,284,45,107559,291097,72934,30362,100.0,0.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,319,134237,7036,1050,132984,27,332,10,362,97082,30605,14495,100.0,100.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,8810,474009,122936,106788,389956,209,3392,144,16950,427629,143604,70599,100.0,100.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,168,375097,6498,1533,366881,58,1313,38,5878,278569,69988,33431,100.0,100.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,169547,171048,627,373542,13249,5264,379134,105,1570,76,505,235892,108094,56092,100.0,100.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,51440,49362,17,123466,1075,699,123446,9,151,45,194,78778,29690,17189,100.0,100.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,34147,31748,84,73609,4000,4426,75210,16,108,2,46,52147,20576,11167,100.0,100.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,36444,26417,146,112354,1668,522,63892,52,51549,122,2,80723,25303,11831,100.0,100.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,64515,56607,178,153533,5231,1290,127124,74,27543,93,5,100250,39690,21424,100.0,100.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,32977,27214,51,82080,2989,1782,69104,13,12328,25,19,55914,20082,10318,100.0,100.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,21861,20372,83,54642,933,514,54977,11,102,4,2,37127,12784,6636,100.0,100.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,27598,26878,32,62889,991,335,63444,6,60,9,35,39568,15894,9404,100.0,100.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,150142,127895,0,223989,108900,31212,234239,566,1270,2148,157,243392,98601,36618,100.0,100.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,107038,90451,0,224738,25496,4384,234955,998,1519,80,335,173701,68485,25557,100.0,100.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,83479,76015,0,178431,9840,2057,181847,78,442,66,6,111243,52853,30363,100.0,100.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,67432,52194,0,238285,8102,3444,236494,84,1256,314,1,168773,53600,27437,100.0,0.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,57926,47967,0,157146,3563,950,158224,31,350,17,198,108514,37842,16969,100.0,100.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,63653,53858,0,190916,2979,1052,191864,27,572,5,1,134573,43210,18762,100.0,100.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,67385,60823,0,156621,5605,2043,158236,34,318,8,20,106951,40510,18811,100.0,100.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,53504,49377,0,136561,2580,772,136995,39,286,6,2,91709,32267,16730,100.0,100.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,902359,718873,478586,275678,2197709,94254,6434,237,111,201,18345,1303828,622575,390611,100.0,100.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,596269,497871,334896,30428,1398543,104202,745,169,81,111,61,848660,393629,260486,100.0,100.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,1103033,908436,498633,93745,2457729,141263,11985,1026,6276,1180,168,1372301,743090,499895,100.0,100.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,464093,365817,234079,162056,1185542,4805,727,124,366,39,139,641697,326233,222398,100.0,100.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,153663,108874,39175,313714,353160,1556,219482,53,2180,66,4,345387,144043,85072,100.0,0.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,1262652,947398,688235,118928,3486059,13315,23975,590,174,170,76,1980232,924756,613249,100.0,100.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,228092,177787,104620,176758,553587,12783,10462,1441,80,70,67,320156,159477,98555,100.0,100.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,484177,317859,286580,449456,1555367,4975,11160,796,175,1225,220,880160,415778,275533,100.0,100.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,233900,165886,115544,392820,580300,2138,148895,82,290,47,23,436625,177471,117777,100.0,100.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,579970,509295,309780,9484,1386792,50247,1423,169,62,52,24,771284,374559,290894,100.0,100.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,957515,792421,297472,115051,2147632,84060,12527,1264,475,476,434,1199521,653346,391701,100.0,100.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,340843,227247,196540,697583,1294151,8850,68550,518,219,491,3384,818578,348803,207206,100.0,0.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,147001,97705,138295,354614,600219,1871,10039,213,43,195,35,381913,146355,83284,100.0,0.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,794171,575226,184682,1479576,2113079,33706,15008,661,162,109,351714,1449729,650135,414076,100.0,100.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,392333,296029,136399,58691,955754,5278,383,107,33,24,12,502136,262086,196994,100.0,100.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,180903,118480,82159,206327,601092,4952,1778,724,76,905,22,344075,152681,112325,100.0,0.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,704857,587082,325133,6129,1644905,46094,4239,193,243,94,302,888134,477430,328666,100.0,100.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,241959,165776,139514,541905,874445,4607,84916,219,249,123,44,577569,245766,140825,100.0,0.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,393192,310499,191827,355261,964188,20120,50637,2506,310,86,1117,565700,286575,186726,100.0,100.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,750147,592175,191660,1062349,1532352,71391,385011,5713,710,721,89986,1188918,573238,324436,100.0,100.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,79903,75013,35348,0,152638,28835,18391,46,63,54,14,102333,60089,37434,100.0,100.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,16610,19860,144,0,27940,12856,958,3,21,14,3,19760,12543,9428,100.0,100.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,19919,19355,8427,0,53537,1191,873,3,1,4,4,31973,15235,8402,100.0,100.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,932981,751789,770864,0,690939,12502,54344,1716935,876,3152,1044,1384987,667193,436496,100.0,100.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,488261,356607,450473,0,380569,16299,2474,984286,246,1266,559,754927,377707,255283,100.0,100.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,215767,165518,240328,0,141363,3125,1227,469789,155,1109,103,336540,164962,113721,100.0,100.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,238696,187337,192493,0,152851,16808,1698,427521,48,178,251,321018,166781,111028,100.0,100.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,707070,520441,855726,0,906408,6844,19358,1090815,454,1143,278,1171770,525459,331259,100.0,100.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,907660,727059,580576,0,1074332,27667,176587,1002874,405,580,812,1261421,611353,423301,100.0,100.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,637927,561772,557504,0,1000743,23089,14968,538208,3476,2034,531,831741,422782,330671,100.0,100.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,882581,739956,854444,0,1394329,30233,26016,718363,11385,4011,805,1159156,616431,416449,100.0,100.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,316254,260313,276707,0,336124,10190,5445,453692,6662,553,334,433331,222324,157833,100.0,100.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,1428348,1131877,923358,0,1502403,77713,16517,1863408,2007,19620,1254,1901528,980046,614258,100.0,100.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,244037,179523,258878,0,156539,10375,917,598443,123,1577,493,420050,200882,146103,100.0,100.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,348549,279340,363417,0,158414,9388,3277,818921,178,436,365,535408,258826,194768,100.0,100.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,300401,224447,381554,0,254920,4333,1681,638625,240,744,433,495167,242628,162297,100.0,100.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,711052,555739,465359,0,783306,40043,5683,1059944,245,1914,1410,1042519,517079,335100,100.0,100.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,278534,224197,180905,0,304481,14492,2094,361045,118,653,143,365300,185424,131707,100.0,100.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,570413,431664,461609,0,389410,179116,2406,1077438,268,3222,1038,904316,435148,311621,100.0,100.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,926268,600405,478027,63482,2201663,314159,10605,6799,417,45614,184,1561077,629951,388040,100.0,100.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,1359829,822647,653036,289249,3039279,547335,2696,64532,4384,13221,348,2346721,836000,490137,100.0,100.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,513854,315489,80091,1372999,1701234,48834,22250,427,138,22613,109,1153029,406214,216554,100.0,0.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,432607,260700,221184,276857,1133349,79984,1432,3066,84,2795,48,762204,286344,173100,100.0,100.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,783461,404861,436414,176257,2244882,321192,1157,450,157,34010,34,1731122,527629,326476,100.0,0.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,943910,536959,557305,54090,2143046,371286,1576,23456,899,5758,18,1659515,546362,329127,100.0,100.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,777582,478544,407947,229273,2224839,142427,1978,1468,183,35149,60,1439454,589476,365023,100.0,100.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,782399,496402,493646,7779,2073356,235741,1901,20072,285,30850,79,1543867,517271,288165,100.0,100.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,371705,213339,210788,228549,1017688,66609,682,11059,144,13455,24,686771,267648,155958,100.0,100.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,514851,306974,250224,201546,1413163,97855,1274,1515,252,25843,136,880043,398303,258997,100.0,100.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,696729,452540,451721,11245,1777879,249736,958,402,188,7104,127,1293193,458725,272176,100.0,100.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,596935,341116,354337,433344,1582335,45488,439,296,94,3737,115,1047136,358718,210117,100.0,100.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,435721,247377,245695,58594,1127520,72258,688,1356,92,2739,21,815651,248416,141365,100.0,100.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,415820,265771,52267,983437,1340065,28662,830,240,226,16141,853,868458,317700,191917,100.0,0.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,710908,482435,720412,13477,1437144,50688,2077,474853,938,1988,164,1167889,502211,283484,100.0,100.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,624281,409855,494189,14289,1433067,118673,1542,216997,241,1935,138,1058044,453114,242361,100.0,100.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,2554793,1746172,1003302,527966,5819980,687452,12708,18782,1020,81079,257,4091148,1646480,884057,100.0,100.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,210415,98238,99134,42429,497045,168129,874,1723,98,1521,34,448969,140294,79977,100.0,0.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,543923,285659,357196,178719,1732852,78990,730,231,144,14640,82,1176496,390598,249379,100.0,0.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,466815,272977,243582,182229,1299751,96164,842,819,46,12488,42,850546,346110,213674,100.0,100.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,815834,554526,360709,41629,1905682,228178,1004,275,56,548,85,1298780,494124,330126,100.0,100.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,1265753,765779,608024,118924,3224399,411558,6035,4123,514,36697,80,2359786,836322,489280,100.0,100.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,531904,273945,354465,324960,1370977,81553,602,297,70,3424,413,947173,310688,192042,100.0,100.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,765396,532949,405408,183816,1661307,243993,5665,11058,280,25742,286,1177474,495896,275396,100.0,100.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,1102750,655874,699911,10418,2833443,454487,1912,366,163,12940,276,2088323,754143,463469,100.0,100.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,667381,418312,398096,144578,1870543,143476,1345,1540,141,18974,52,1207983,467436,343384,100.0,100.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,383334,235805,148168,160809,1105676,33677,759,260,100,14966,68,687165,275099,193668,100.0,100.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,486184,255564,278789,285848,1165505,155681,945,812,177,9991,42,841697,309237,183234,100.0,100.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,995275,656842,418806,75349,2342076,327583,1122,356,177,4050,15,1672813,605002,381226,100.0,100.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,309900,166906,201863,292470,996562,30479,1284,572,114,6829,56,649290,244401,142251,100.0,0.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,478329,271330,287903,178207,1243527,153146,754,378,122,22458,30,880194,334006,205593,100.0,100.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,973444,609185,188525,1525289,2869976,104307,7406,4278,209,78647,373,1876436,739287,451034,100.0,100.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,748382,604616,281422,0,1410852,178807,15792,53027,2643,46927,366,948963,497157,262124,100.0,100.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,269582,211022,176230,10722,708397,7942,37403,104,88,65,42,380484,216103,157771,100.0,100.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,1968079,1808197,779667,10061,3751322,439270,358662,2851,2804,51708,1759,2271657,1468902,899279,100.0,100.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,1394790,1241117,535911,28342,3044145,211035,190314,1112,435,3284,237,1579517,1117221,757738,100.0,100.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,1000322,814959,763944,15702,2391675,123749,83334,401,236,1280,138,1364411,764669,473617,100.0,100.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,245392,63044,1452956,38304,14089,164,39,37,87,804186,434328,267536,100.0,100.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,452376,8064,1879494,105012,169945,313,256,71,138,1065734,647806,443528,100.0,100.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,369483,21880,2115455,76098,55899,435,148,639,157,1006543,701326,542295,100.0,100.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,948081,41210,3537399,173785,256762,1620,990,4962,756,2076492,1200284,715895,100.0,100.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,74249,7282,909872,78590,876299,160,438,156,10,887052,556548,425849,100.0,100.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,221385,575,993666,53292,16483,115,29,7,79,501585,320645,241843,100.0,100.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,408976,11096,2760502,168881,97711,520,199,1532,305,1528178,913715,593827,100.0,100.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,509767,3756,1435072,128617,47579,184,450,963,110,828444,463326,323706,100.0,100.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,345392,57059,1673652,32483,16909,183,108,84,199,817905,510413,397064,100.0,100.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,175289,2584,521658,32702,10301,83,39,38,26,291371,158218,115151,100.0,100.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,284804,1283,1428784,114194,72850,119,81,32,293,835853,470428,311175,100.0,100.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,249008,1105,1047411,208038,91139,154,86,29,36,708322,389764,252888,100.0,100.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,580512,119369,3326357,95487,53841,412,174,992,246,1737345,1029479,713294,100.0,100.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,227746,790,1186078,74310,75481,150,80,109,24,666218,391356,280462,100.0,100.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,455062,3561,2075870,190814,133971,231,795,1256,148,1193095,712017,499235,100.0,100.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,258200,1835,1148990,56751,37574,152,79,28,74,618923,373564,252267,100.0,100.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,821646,47243,3325823,143093,233633,1422,951,3693,530,1925296,1154775,643614,100.0,100.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,430927,3034,1132785,96092,33192,258,151,279,64,627880,377118,257116,100.0,100.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,565329,90954,2294369,91636,66987,232,157,7898,110,1301347,683904,477668,100.0,100.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,860212,72955,3397857,414760,111390,676,438,3514,251,2096113,1116437,720713,100.0,100.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,399831,2294,1822626,47838,67405,245,87,98,75,987538,575006,378174,100.0,100.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,61688,210608,307120,8256,22940,175,39120,85,206,232286,95548,50269,100.0,100.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,114968,179426,507967,105737,44062,151,34717,307,70,414878,178608,100274,100.0,100.0
